"","code","name","pubpriv","enrollment","allvaccs","conditional","medical","religious","dptMiss","polMiss","mmrMiss","hepMiss","varMiss"
"6558",6981054,"ST. THERESE ACADEMY","PRIVATE",33,63.6363636363636,36.3636363636364,0,0,33.3333333333333,30.3030303030303,36.3636363636364,0,0
"3136",6044200,"GREEN HILLS ELEMENTARY","PUBLIC",56,85.7142857142857,14.2857142857143,0,0,3.57142857142857,1.78571428571429,5.35714285714286,1.78571428571429,1.78571428571429
"3655",6045801,"PINE GROVE ELEMENTARY","PUBLIC",87,96.551724137931,1.14942528735632,0,2.29885057471264,3.44827586206897,3.44827586206897,3.44827586206897,3.44827586206897,2.29885057471264
"6584",6982060,"ST. VINCENT FERRER SCHOOL","PRIVATE",20,100,0,0,0,0,0,0,0,0
"541",6008858,"CAROLINE HARRIS ELEMENTARY","PUBLIC",89,89.8876404494382,7.86516853932584,2.24719101123596,0,8.98876404494382,5.61797752808989,10.1123595505618,4.49438202247191,4.49438202247191
"5538",6069371,"SANTA CLARA COUNTY SPECIAL EDUCATION","PUBLIC",59,84.7457627118644,8.47457627118644,0,6.77966101694915,11.864406779661,13.5593220338983,15.2542372881356,6.77966101694915,10.1694915254237
"3211",6115430,"WALNUT CANYON ELEMENTARY","PUBLIC",85,98.8235294117647,0,0,1.17647058823529,1.17647058823529,1.17647058823529,1.17647058823529,1.17647058823529,1.17647058823529
"3147",6052674,"CATHERINE EVERETT ELEMENTARY","PUBLIC",72,95.8333333333333,2.77777777777778,0,1.38888888888889,4.16666666666667,4.16666666666667,2.77777777777778,2.77777777777778,1.38888888888889
"4779",6007215,"WILSON ELEMENTARY","PUBLIC",92,100,0,0,0,0,0,0,0,0
"1105",6120083,"RIVERVIEW ELEMENTARY","PUBLIC",112,96.4285714285714,0,0,3.57142857142857,3.57142857142857,3.57142857142857,3.57142857142857,3.57142857142857,3.57142857142857
"218",6053979,"JEFFERSON ELEMENTARY","PUBLIC",135,91.8518518518518,8.14814814814815,0,0,8.14814814814815,5.92592592592593,6.66666666666667,0,6.66666666666667
"6923",7094279,"OLIVE BRANCH CHRISTIAN ACADEMY","PRIVATE",31,93.5483870967742,6.45161290322581,0,0,0,3.2258064516129,3.2258064516129,0,0
"1196",100974,"CLARA BARTON ELEMENTARY","PUBLIC",269,96.2825278810409,1.48698884758364,0,2.23048327137546,2.60223048327138,2.60223048327138,2.23048327137546,3.3457249070632,2.23048327137546
