"","name","pubpriv","reported"
"440","FOOTHILL ELEMENTARY","PUBLIC","Y"
"441","LA GRANADA ELEMENTARY","PUBLIC","Y"
"442","MYRA LINN ELEMENTARY","PUBLIC","Y"
"443","TERRACE ELEMENTARY","PUBLIC","Y"
"444","TWINHILL ELEMENTARY","PUBLIC","Y"
"445","S. CHRISTA MCAULIFFE ELEMENTARY","PUBLIC","Y"
"446","PROMENADE ELEMENTARY","PUBLIC","Y"
"447","VALLEY VIEW ELEMENTARY","PUBLIC","Y"
"448","ROSEMARY KENNEDY ELEMENTARY","PUBLIC","Y"
"449","IONE ELEMENTARY","PUBLIC","Y"
"450","JACKSON ELEMENTARY","PUBLIC","Y"
"451","PINE GROVE ELEMENTARY","PUBLIC","Y"
"452","PIONEER ELEMENTARY","PUBLIC","Y"
"453","PLYMOUTH ELEMENTARY","PUBLIC","Y"
"454","SUTTER CREEK ELEMENTARY","PUBLIC","Y"
"455","ORANGE GROVE ELEMENTARY","PUBLIC","Y"
"456","PONDEROSA ELEMENTARY","PUBLIC","Y"
"457","LINCOLN (ABRAHAM) ELEMENTARY","PUBLIC","Y"
"458","PRICE (ADELAIDE) ELEMENTARY","PUBLIC","Y"
"459","STODDARD (ALEXANDER J.) ELEMENTARY","PUBLIC","Y"
"460","JUAREZ (BENITO) ELEMENTARY","PUBLIC","Y"
"461","FRANKLIN (BENJAMIN) ELEMENTARY","PUBLIC","Y"
"462","ROSS (BETSY) ELEMENTARY","PUBLIC","Y"
"463","BARTON (CLARA) ELEMENTARY","PUBLIC","Y"
"464","MANN (HORACE) ELEMENTARY","PUBLIC","Y"
"465","GUINN (JAMES M.) ELEMENTARY","PUBLIC","Y"
"466","MADISON (JAMES) ELEMENTARY","PUBLIC","Y"
"467","MARSHALL (JOHN) ELEMENTARY","PUBLIC","Y"
"468","LOARA ELEMENTARY","PUBLIC","Y"
"469","GAUER (MELBOURNE A.) ELEMENTARY","PUBLIC","Y"
"470","PALM LANE ELEMENTARY","PUBLIC","Y"
"471","HENRY (PATRICK) ELEMENTARY","PUBLIC","Y"
"472","REVERE (PAUL) ELEMENTARY","PUBLIC","Y"
"473","SUNKIST ELEMENTARY","PUBLIC","Y"
"474","ROOSEVELT (THEODORE) ELEMENTARY","PUBLIC","Y"
"475","EDISON (THOMAS) ELEMENTARY","PUBLIC","Y"
"476","JEFFERSON (THOMAS) ELEMENTARY","PUBLIC","Y"
"477","OLIVE STREET ELEMENTARY","PUBLIC","Y"
"478","WESTMONT ELEMENTARY","PUBLIC","Y"
"479","ANDERSON VALLEY ELEMENTARY","PUBLIC","Y"
"480","ANTELOPE ELEMENTARY","PUBLIC","Y"
"481","LONE TREE ELEMENTARY","PUBLIC","Y"
"482","CARMEN DRAGON ELEMENTARY","PUBLIC","Y"
"483","ORCHARD PARK","PUBLIC","Y"
"484","ANTIOCH CHARTER ACADEMY II","PUBLIC","Y"
"485","R.A.A.M.P. CHARTER ACADEMY","PUBLIC","Y"
"486","BELSHAW ELEMENTARY","PUBLIC","Y"
"487","FREMONT ELEMENTARY","PUBLIC","Y"
"488","KIMBALL ELEMENTARY","PUBLIC","Y"
"489","MARSH ELEMENTARY","PUBLIC","Y"
"490","SUTTER ELEMENTARY","PUBLIC","Y"
"491","TURNER ELEMENTARY","PUBLIC","Y"
"492","MISSION ELEMENTARY","PUBLIC","Y"
"493","MUIR (JOHN) ELEMENTARY","PUBLIC","Y"
"494","JACK LONDON ELEMENTARY","PUBLIC","Y"
"495","GRANT ELEMENTARY","PUBLIC","Y"
"496","ANTIOCH CHARTER ACADEMY","PUBLIC","Y"
"497","DIABLO VISTA ELEMENTARY","PUBLIC","Y"
"498","BALDWIN STOCKER ELEMENTARY","PUBLIC","Y"
"499","CAMINO GROVE ELEMENTARY","PUBLIC","Y"
"500","HIGHLAND OAKS ELEMENTARY","PUBLIC","Y"
"501","HOLLY AVENUE ELEMENTARY","PUBLIC","Y"
"502","HUGO REID ELEMENTARY","PUBLIC","Y"
"503","LONGLEY WAY ELEMENTARY","PUBLIC","Y"
"504","FUENTE NUEVA CHARTER","PUBLIC","Y"
"505","UNION STREET CHARTER","PUBLIC","Y"
"506","REDWOOD COAST MONTESSORI","PUBLIC","N"
"507","ARCATA ELEMENTARY","PUBLIC","Y"
"508","COASTAL GROVE CHARTER","PUBLIC","Y"
"509","ARCOHE ELEMENTARY","PUBLIC","Y"
"510","ARENA ELEMENTARY","PUBLIC","Y"
"511","CALIFORNIA VIRTUAL ACADEMY @ KINGS","PUBLIC","Y"
"512","ARMONA ELEMENTARY","PUBLIC","Y"
"513","EL CAMINO REAL ELEMENTARY","PUBLIC","Y"
"514","SIERRA VISTA ELEMENTARY","PUBLIC","Y"
"515","BEAR MOUNTAIN ELEMENTARY","PUBLIC","Y"
"516","CRESTON ELEMENTARY","PUBLIC","Y"
"517","MONTEREY ROAD ELEMENTARY","PUBLIC","Y"
"518","SANTA MARGARITA ELEMENTARY","PUBLIC","Y"
"519","SANTA ROSA ROAD ACADEMIC ACADEMY","PUBLIC","Y"
"520","SAN GABRIEL ELEMENTARY","PUBLIC","Y"
"521","SAN BENITO ELEMENTARY","PUBLIC","Y"
"522","AILEEN COLBURN ELEMENTARY","PUBLIC","Y"
"523","BELLEVUE ELEMENTARY","PUBLIC","Y"
"524","ELMER WOOD ELEMENTARY","PUBLIC","Y"
"525","MITCHELL ELEMENTARY","PUBLIC","Y"
"526","SHAFFER ELEMENTARY","PUBLIC","Y"
"527","THOMAS OLAETA ELEMENTARY","PUBLIC","Y"
"528","PEGGY HELLER ELEMENTARY","PUBLIC","Y"
"529","ALTA VISTA COMMUNITY CHARTER","PUBLIC","Y"
"530","ROCK CREEK ELEMENTARY","PUBLIC","Y"
"531","SKYRIDGE ELEMENTARY","PUBLIC","Y"
"532","AUBURN ELEMENTARY","PUBLIC","Y"
"533","ALICE M. ELLINGTON ELEMENTARY","PUBLIC","Y"
"534","CHARLES H. LEE ELEMENTARY","PUBLIC","Y"
"535","CLIFFORD D. MURRAY ELEMENTARY","PUBLIC","Y"
"536","GLADSTONE STREET ELEMENTARY","PUBLIC","Y"
"537","HENRY DALTON ELEMENTARY","PUBLIC","Y"
"538","MAGNOLIA ELEMENTARY","PUBLIC","Y"
"539","MOUNTAIN VIEW ELEMENTARY","PUBLIC","Y"
"540","PARAMOUNT ELEMENTARY","PUBLIC","Y"
"541","VALLEYDALE ELEMENTARY","PUBLIC","Y"
"542","VICTOR F. HODGE ELEMENTARY","PUBLIC","Y"
"543","W. R. POWELL ELEMENTARY","PUBLIC","Y"
"544","BAKER ELEMENTARY","PUBLIC","Y"
"545","CAROLINE HARRIS ELEMENTARY","PUBLIC","Y"
"546","CASA LOMA ELEMENTARY","PUBLIC","Y"
"547","EVERGREEN ELEMENTARY","PUBLIC","Y"
"548","COLLEGE HEIGHTS ELEMENTARY","PUBLIC","Y"
"549","COLONEL HOWARD NICHOLS ELEMENTARY","PUBLIC","Y"
"550","FRANK WEST ELEMENTARY","PUBLIC","Y"
"551","FRANKLIN ELEMENTARY","PUBLIC","Y"
"552","FREMONT ELEMENTARY","PUBLIC","Y"
"553","HARDING ELEMENTARY","PUBLIC","Y"
"554","HENRY EISSLER ELEMENTARY","PUBLIC","Y"
"555","HORACE MANN ELEMENTARY","PUBLIC","Y"
"556","HORT ELEMENTARY","PUBLIC","Y"
"557","JEFFERSON ELEMENTARY","PUBLIC","Y"
"558","LEO G. PAULY ELEMENTARY","PUBLIC","Y"
"559","LONGFELLOW ELEMENTARY","PUBLIC","Y"
"560","MCKINLEY ELEMENTARY","PUBLIC","Y"
"561","MT. VERNON ELEMENTARY","PUBLIC","Y"
"562","MUNSEY ELEMENTARY","PUBLIC","Y"
"563","MYRA A. NOBLE ELEMENTARY","PUBLIC","Y"
"564","PIONEER DRIVE ELEMENTARY","PUBLIC","Y"
"565","BESSIE E. OWENS PRIMARY","PUBLIC","Y"
"566","ROOSEVELT ELEMENTARY","PUBLIC","Y"
"567","VOORHIES ELEMENTARY","PUBLIC","Y"
"568","WAYSIDE ELEMENTARY","PUBLIC","Y"
"569","WILLIAM PENN ELEMENTARY","PUBLIC","Y"
"570","WILLIAMS ELEMENTARY","PUBLIC","Y"
"571","RAMON GARZA ELEMENTARY","PUBLIC","Y"
"572","STELLA I. HILLS ELEMENTARY","PUBLIC","Y"
"573","DR. JULIET THORNER ELEMENTARY","PUBLIC","Y"
"574","CESAR E. CHAVEZ ELEMENTARY","PUBLIC","Y"
"575","DOWNTOWN ELEMENTARY","PUBLIC","Y"
"576","CHARLES BURSCH ELEMENTARY","PUBLIC","Y"
"577","CENTRAL ELEMENTARY","PUBLIC","Y"
"578","DE ANZA ELEMENTARY","PUBLIC","Y"
"579","ELWIN ELEMENTARY","PUBLIC","Y"
"580","FOSTER ELEMENTARY","PUBLIC","Y"
"581","ERNEST R. GEDDES ELEMENTARY","PUBLIC","Y"
"582","KENMORE ELEMENTARY","PUBLIC","Y"
"583","MARGARET HEATH ELEMENTARY","PUBLIC","Y"
"584","PLEASANT VIEW ELEMENTARY","PUBLIC","Y"
"585","TRACY ELEMENTARY","PUBLIC","Y"
"586","VINELAND ELEMENTARY","PUBLIC","Y"
"587","WALNUT ELEMENTARY","PUBLIC","Y"
"588","BALLARD ELEMENTARY","PUBLIC","Y"
"589","CRESSEY ELEMENTARY","PUBLIC","Y"
"590","BANGOR ELEMENTARY","PUBLIC","Y"
"591","CABAZON ELEMENTARY","PUBLIC","Y"
"592","CENTRAL ELEMENTARY","PUBLIC","Y"
"593","HEMMERLING ELEMENTARY","PUBLIC","Y"
"594","HOFFER ELEMENTARY","PUBLIC","Y"
"595","RIVER ISLANDS TECHNOLOGY ACADEMY","PUBLIC","Y"
"596","BANTA ELEMENTARY","PUBLIC","Y"
"597","CAMERON ELEMENTARY","PUBLIC","Y"
"598","CRESTLINE ELEMENTARY","PUBLIC","Y"
"599","HENDERSON ELEMENTARY","PUBLIC","Y"
"600","LENWOOD ELEMENTARY","PUBLIC","Y"
"601","MONTARA ELEMENTARY","PUBLIC","Y"
"602","SKYLINE NORTH ELEMENTARY","PUBLIC","Y"
"603","OAKHURST ELEMENTARY","PUBLIC","Y"
"604","WASUMA ELEMENTARY","PUBLIC","Y"
"605","DON JULIAN ELEMENTARY","PUBLIC","Y"
"606","J. E. VAN WIG ELEMENTARY","PUBLIC","Y"
"607","SUNKIST ELEMENTARY","PUBLIC","Y"
"608","EDGEWOOD ACADEMY","PUBLIC","Y"
"609","BAYSHORE ELEMENTARY","PUBLIC","Y"
"610","FALLSVALE ELEMENTARY","PUBLIC","Y"
"611","NORTH SHORE ELEMENTARY","PUBLIC","Y"
"612","BIG BEAR ELEMENTARY","PUBLIC","Y"
"613","BALDWIN LANE ELEMENTARY","PUBLIC","N"
"614","SAN LAUREN ELEMENTARY","PUBLIC","Y"
"615","BEARDSLEY ELEMENTARY","PUBLIC","Y"
"616","NORTH BEARDSLEY ELEMENTARY","PUBLIC","Y"
"617","SUNDANCE ELEMENTARY","PUBLIC","Y"
"618","BROOKSIDE ELEMENTARY","PUBLIC","Y"
"619","TOURNAMENT HILLS ELEMENTARY","PUBLIC","Y"
"620","ANNA HAUSE ELEMENTARY","PUBLIC","Y"
"621","THREE RINGS RANCH ELEMENTARY","PUBLIC","Y"
"622","PALM ELEMENTARY","PUBLIC","Y"
"623","BELLA VISTA ELEMENTARY","PUBLIC","Y"
"624","TAYLOR MOUNTAIN ELEMENTARY","PUBLIC","Y"
"625","BELLEVUE ELEMENTARY","PUBLIC","Y"
"626","KAWANA ELEMENTARY","PUBLIC","Y"
"627","MEADOW VIEW ELEMENTARY","PUBLIC","Y"
"628","HOME EDUCATION INDEPENDENT STUDY ACADEMY","PUBLIC","Y"
"629","ALBERT BAXTER ELEMENTARY","PUBLIC","Y"
"630","INTENSIVE LEARNING CENTER","PUBLIC","Y"
"631","ERNIE PYLE ELEMENTARY","PUBLIC","Y"
"632","ESTHER LINDSTROM ELEMENTARY","PUBLIC","Y"
"633","FRANK E. WOODRUFF ELEMENTARY","PUBLIC","Y"
"634","CRAIG WILLIAMS ELEMENTARY","PUBLIC","Y"
"635","RAMONA ELEMENTARY","PUBLIC","Y"
"636","STEPHEN FOSTER ELEMENTARY","PUBLIC","Y"
"637","THOMAS JEFFERSON ELEMENTARY","PUBLIC","Y"
"638","WASHINGTON ELEMENTARY","PUBLIC","Y"
"639","BELLEVIEW ELEMENTARY","PUBLIC","Y"
"640","REDWOOD SHORES ELEMENTARY","PUBLIC","Y"
"641","CENTRAL ELEMENTARY","PUBLIC","Y"
"642","CIPRIANI ELEMENTARY","PUBLIC","Y"
"643","FOX ELEMENTARY","PUBLIC","Y"
"644","NESBIT ELEMENTARY","PUBLIC","Y"
"645","SANDPIPER ELEMENTARY","PUBLIC","Y"
"646","MARY FARMAR ELEMENTARY","PUBLIC","Y"
"647","ROBERT SEMPLE ELEMENTARY","PUBLIC","Y"
"648","JOE HENDERSON ELEMENTARY","PUBLIC","Y"
"649","MATTHEW TURNER ELEMENTARY","PUBLIC","Y"
"650","YULUPA ELEMENTARY","PUBLIC","Y"
"651","ROSA PARKS ENVIRONMENTAL SCIENCE MAGNET","PUBLIC","Y"
"652","CRAGMONT ELEMENTARY","PUBLIC","Y"
"653","EMERSON ELEMENTARY","PUBLIC","Y"
"654","JEFFERSON ELEMENTARY","PUBLIC","Y"
"655","LECONTE ELEMENTARY","PUBLIC","Y"
"656","MALCOLM X ELEMENTARY","PUBLIC","Y"
"657","OXFORD ELEMENTARY","PUBLIC","Y"
"658","THOUSAND OAKS ELEMENTARY","PUBLIC","Y"
"659","WASHINGTON ELEMENTARY","PUBLIC","Y"
"660","BERKELEY ARTS MAGNET AT WHITTIER","PUBLIC","Y"
"661","JOHN MUIR ELEMENTARY","PUBLIC","Y"
"662","LANEVIEW ELEMENTARY","PUBLIC","Y"
"663","NOBLE ELEMENTARY","PUBLIC","Y"
"664","NORTHWOOD ELEMENTARY","PUBLIC","Y"
"665","TOYON ELEMENTARY","PUBLIC","Y"
"666","RUSKIN ELEMENTARY","PUBLIC","Y"
"667","CHERRYWOOD ELEMENTARY","PUBLIC","Y"
"668","VINCI PARK ELEMENTARY","PUBLIC","Y"
"669","BROOKTREE ELEMENTARY","PUBLIC","Y"
"670","MAJESTIC WAY ELEMENTARY","PUBLIC","Y"
"671","SUMMERDALE ELEMENTARY","PUBLIC","Y"
"672","BEVERLY VISTA ELEMENTARY","PUBLIC","Y"
"673","EL RODEO ELEMENTARY","PUBLIC","Y"
"674","HAWTHORNE ELEMENTARY","PUBLIC","Y"
"675","HORACE MANN ELEMENTARY","PUBLIC","Y"
"676","BIG PINE ELEMENTARY","PUBLIC","Y"
"677","BIG SPRINGS ELEMENTARY","PUBLIC","Y"
"678","BIG VALLEY ELEMENTARY","PUBLIC","Y"
"679","BIGGS ELEMENTARY","PUBLIC","Y"
"680","BLACK BUTTE ELEMENTARY","PUBLIC","Y"
"681","AMERICAN RIVER CHARTER","PUBLIC","Y"
"682","GEORGETOWN ELEMENTARY","PUBLIC","Y"
"683","NORTHSIDE ELEMENTARY","PUBLIC","Y"
"684","FAMILY PARTNERSHIP HOME STUDY CHARTER","PUBLIC","Y"
"685","TRIVIUM CHARTER","PUBLIC","Y"
"686","BENJAMIN FOXEN ELEMENTARY","PUBLIC","Y"
"687","BLUE LAKE ELEMENTARY","PUBLIC","Y"
"688","BOLINAS-STINSON ELEMENTARY","PUBLIC","Y"
"689","SANCHEZ (DAVID J.) ELEMENTARY","PUBLIC","Y"
"690","LIBERTY ELEMENTARY","PUBLIC","Y"
"691","BONITA ELEMENTARY","PUBLIC","Y"
"692","ADAM (WILLIAM LAIRD) ELEMENTARY","PUBLIC","Y"
"693","ALVIN ELEMENTARY","PUBLIC","Y"
"694","ARELLANES (DON JUAN BAUTISTA) ELEMENTARY","PUBLIC","Y"
"695","FAIRLAWN ELEMENTARY","PUBLIC","Y"
"696","TUNNELL (MARTIN LUTHER) ELEMENTARY","PUBLIC","Y"
"697","MILLER (ISAAC) ELEMENTARY","PUBLIC","Y"
"698","OAKLEY (CALVIN C.) ELEMENTARY","PUBLIC","Y"
"699","RICE (WILLIAM) ELEMENTARY","PUBLIC","Y"
"700","BRUCE (ROBERT) ELEMENTARY","PUBLIC","Y"
"701","BATTLES (WASHINGTON) ELEMENTARY","PUBLIC","Y"
"702","ONTIVEROS (JUAN PACIFICO) ELEMENTARY","PUBLIC","Y"
"703","TAYLOR (IDA REDMOND) ELEMENTARY","PUBLIC","Y"
"704","ALLEN AVENUE ELEMENTARY","PUBLIC","Y"
"705","ARMA J. SHULL ELEMENTARY","PUBLIC","Y"
"706","FRED EKSTRAND ELEMENTARY","PUBLIC","Y"
"707","GLADSTONE ELEMENTARY","PUBLIC","Y"
"708","GRACE MILLER ELEMENTARY","PUBLIC","Y"
"709","J. MARION ROYNON ELEMENTARY","PUBLIC","Y"
"710","LA VERNE HEIGHTS ELEMENTARY","PUBLIC","Y"
"711","OAK MESA ELEMENTARY","PUBLIC","Y"
"712","BONNY DOON ELEMENTARY","PUBLIC","Y"
"713","BONSALL WEST ELEMENTARY","PUBLIC","Y"
"714","BONSALL ELEMENTARY","PUBLIC","Y"
"715","VIVIAN BANKS CHARTER","PUBLIC","Y"
"716","BORREGO SPRINGS ELEMENTARY","PUBLIC","Y"
"717","MIGUEL HIDALGO ELEMENTARY","PUBLIC","Y"
"718","J. W. OAKLEY ELEMENTARY","PUBLIC","Y"
"719","MYRON D. WITTER ELEMENTARY","PUBLIC","Y"
"720","PHIL D. SWING ELEMENTARY","PUBLIC","Y"
"721","AROVISTA ELEMENTARY","PUBLIC","Y"
"722","LAUREL ELEMENTARY","PUBLIC","Y"
"723","MARIPOSA ELEMENTARY","PUBLIC","Y"
"724","OLINDA ELEMENTARY","PUBLIC","Y"
"725","WILLIAM E. FANNING ELEMENTARY","PUBLIC","Y"
"726","BREA COUNTRY HILLS ELEMENTARY","PUBLIC","Y"
"727","PIONEER ELEMENTARY","PUBLIC","Y"
"728","MARSH CREEK ELEMENTARY","PUBLIC","Y"
"729","MARY CASEY BLACK ELEMENTARY","PUBLIC","Y"
"730","BRENTWOOD ELEMENTARY","PUBLIC","Y"
"731","GARIN ELEMENTARY","PUBLIC","Y"
"732","RON NUNN ELEMENTARY","PUBLIC","Y"
"733","LOMA VISTA ELEMENTARY","PUBLIC","Y"
"734","R. PAUL KREY ELEMENTARY","PUBLIC","Y"
"735","OLIVELANDS ELEMENTARY","PUBLIC","Y"
"736","BRISBANE ELEMENTARY","PUBLIC","Y"
"737","PANORAMA ELEMENTARY","PUBLIC","Y"
"738","BRITTAN ELEMENTARY","PUBLIC","Y"
"739","BROWNS ELEMENTARY","PUBLIC","Y"
"740","OAK MEADOW ELEMENTARY","PUBLIC","Y"
"741","CHARTER MONTESSORI BLUE OAK CAMPUS","PUBLIC","Y"
"742","CALIFORNIA MONTESSORI PROJECT-SHINGLE SPRINGS CAMPUS","PUBLIC","Y"
"743","BUCKEYE ELEMENTARY","PUBLIC","Y"
"744","WILLIAM BROOKS ELEMENTARY","PUBLIC","Y"
"745","BLUE OAK ELEMENTARY","PUBLIC","Y"
"746","SILVA VALLEY ELEMENTARY","PUBLIC","Y"
"747","OAK VALLEY ELEMENTARY","PUBLIC","Y"
"748","ARTHUR F. COREY ELEMENTARY","PUBLIC","Y"
"749","CARL E. GILBERT ELEMENTARY","PUBLIC","Y"
"750","CHARLES G. EMERY ELEMENTARY","PUBLIC","Y"
"751","GORDON H. BEATTY ELEMENTARY","PUBLIC","Y"
"752","JAMES A. WHITAKER ELEMENTARY","PUBLIC","Y"
"753","MABEL L. PENDLETON ELEMENTARY","PUBLIC","Y"
"754","OLD RIVER ELEMENTARY","PUBLIC","Y"
"755","DOUGLAS J. MILLER ELEMENTARY","PUBLIC","Y"
"756","BUENA VISTA ELEMENTARY","PUBLIC","Y"
"757","AMY B. SEIBERT ELEMENTARY","PUBLIC","Y"
"758","PANAMA ELEMENTARY","PUBLIC","Y"
"759","STINE ELEMENTARY","PUBLIC","Y"
"760","WAYNE VAN HORN ELEMENTARY","PUBLIC","Y"
"761","CHARLES H. CASTLE ELEMENTARY","PUBLIC","Y"
"762","STOCKDALE ELEMENTARY","PUBLIC","Y"
"763","LOUISE SANDRINI ELEMENTARY","PUBLIC","Y"
"764","SING LUM ELEMENTARY","PUBLIC","Y"
"765","LAURELGLEN ELEMENTARY","PUBLIC","Y"
"766","LEO B. HART ELEMENTARY","PUBLIC","Y"
"767","ROY W. LOUDON ELEMENTARY","PUBLIC","Y"
"768","CHRISTA MCAULIFFE ELEMENTARY","PUBLIC","Y"
"769","BILL L. WILLIAMS ELEMENTARY","PUBLIC","Y"
"770","RONALD REAGAN ELEMENTARY","PUBLIC","Y"
"771","BERKSHIRE ELEMENTARY","PUBLIC","Y"
"772","BUENA VISTA ELEMENTARY","PUBLIC","Y"
"773","WALT DISNEY ELEMENTARY","PUBLIC","Y"
"774","THOMAS EDISON ELEMENTARY","PUBLIC","Y"
"775","RALPH EMERSON ELEMENTARY","PUBLIC","Y"
"776","BRET HARTE ELEMENTARY","PUBLIC","Y"
"777","THOMAS JEFFERSON ELEMENTARY","PUBLIC","Y"
"778","WILLIAM MCKINLEY ELEMENTARY","PUBLIC","Y"
"779","JOAQUIN MILLER ELEMENTARY","PUBLIC","Y"
"780","PROVIDENCIA ELEMENTARY","PUBLIC","Y"
"781","THEODORE ROOSEVELT ELEMENTARY","PUBLIC","Y"
"782","R. L. STEVENSON ELEMENTARY","PUBLIC","Y"
"783","GEORGE WASHINGTON ELEMENTARY","PUBLIC","Y"
"784","FRANKLIN ELEMENTARY","PUBLIC","Y"
"785","LINCOLN ELEMENTARY","PUBLIC","Y"
"786","MCKINLEY ELEMENTARY","PUBLIC","Y"
"787","ROOSEVELT ELEMENTARY","PUBLIC","Y"
"788","WASHINGTON ELEMENTARY","PUBLIC","Y"
"789","BURNT RANCH ELEMENTARY","PUBLIC","Y"
"790","BURREL ELEMENTARY","PUBLIC","Y"
"791","SUMMIT CHARTER ACADEMY","PUBLIC","Y"
"792","BURTON ELEMENTARY","PUBLIC","Y"
"793","OAK GROVE ELEMENTARY","PUBLIC","Y"
"794","WILLIAM R. BUCKLEY ELEMENTARY","PUBLIC","Y"
"795","BUTTE VALLEY ELEMENTARY","PUBLIC","Y"
"796","BUTTEVILLE ELEMENTARY","PUBLIC","Y"
"797","BUTTONWILLOW ELEMENTARY","PUBLIC","N"
"798","DISCOVERY BAY ELEMENTARY","PUBLIC","Y"
"799","TIMBER POINT ELEMENTARY","PUBLIC","Y"
"800","ALVIN S. HATCH ELEMENTARY","PUBLIC","Y"
"801","EL GRANADA ELEMENTARY","PUBLIC","Y"
"802","FARALLONE VIEW ELEMENTARY","PUBLIC","Y"
"803","EJE ELEMENTARY ACADEMY CHARTER","PUBLIC","Y"
"804","ANZA ELEMENTARY","PUBLIC","Y"
"805","BOSTONIA ELEMENTARY","PUBLIC","Y"
"806","CHASE AVENUE ELEMENTARY","PUBLIC","Y"
"807","CREST ELEMENTARY","PUBLIC","Y"
"808","FLYING HILLS ELEMENTARY","PUBLIC","Y"
"809","FUERTE ELEMENTARY","PUBLIC","Y"
"810","JOHNSON ELEMENTARY","PUBLIC","Y"
"811","LEXINGTON ELEMENTARY","PUBLIC","Y"
"812","MADISON AVENUE ELEMENTARY","PUBLIC","Y"
"813","MAGNOLIA ELEMENTARY","PUBLIC","Y"
"814","MERIDIAN ELEMENTARY","PUBLIC","Y"
"815","NARANCA ELEMENTARY","PUBLIC","Y"
"816","RIOS ELEMENTARY","PUBLIC","Y"
"817","W. D. HALL ELEMENTARY","PUBLIC","Y"
"818","AVOCADO ELEMENTARY","PUBLIC","Y"
"819","VISTA GRANDE ELEMENTARY","PUBLIC","Y"
"820","RANCHO SAN DIEGO ELEMENTARY","PUBLIC","Y"
"821","JAMACHA ELEMENTARY","PUBLIC","Y"
"822","BLOSSOM VALLEY ELEMENTARY","PUBLIC","Y"
"823","RAIL ROAD FLAT ELEMENTARY","PUBLIC","Y"
"824","SAN ANDREAS ELEMENTARY","PUBLIC","Y"
"825","VALLEY SPRINGS ELEMENTARY","PUBLIC","Y"
"826","WEST POINT ELEMENTARY","PUBLIC","Y"
"827","JENNY LIND ELEMENTARY","PUBLIC","Y"
"828","CESAR CHAVEZ ELEMENTARY","PUBLIC","Y"
"829","DOOL ELEMENTARY","PUBLIC","Y"
"830","JEFFERSON ELEMENTARY","PUBLIC","Y"
"831","ROCKWOOD ELEMENTARY","PUBLIC","Y"
"832","MAINS ELEMENTARY","PUBLIC","Y"
"833","KENNEDY GARDENS","PUBLIC","Y"
"834","BLANCHE CHARLES ELEMENTARY","PUBLIC","Y"
"835","GRACE SMITH ELEMENTARY","PUBLIC","Y"
"836","FREMONT PRIMARY","PUBLIC","Y"
"837","CALISTOGA ELEMENTARY","PUBLIC","Y"
"838","BAGBY ELEMENTARY","PUBLIC","Y"
"839","FAMMATRE ELEMENTARY","PUBLIC","Y"
"840","FARNHAM CHARTER","PUBLIC","Y"
"841","SARTORETTE CHARTER","PUBLIC","Y"
"842","CAMINO ELEMENTARY","PUBLIC","Y"
"843","VILLAGE","PUBLIC","Y"
"844","BLACKFORD ELEMENTARY","PUBLIC","Y"
"845","CAPRI ELEMENTARY","PUBLIC","Y"
"846","CASTLEMONT ELEMENTARY","PUBLIC","Y"
"847","FOREST HILL ELEMENTARY","PUBLIC","Y"
"848","LYNHAVEN ELEMENTARY","PUBLIC","Y"
"849","MARSHALL LANE ELEMENTARY","PUBLIC","Y"
"850","ROSEMARY ELEMENTARY","PUBLIC","Y"
"851","SHERMAN OAKS ELEMENTARY","PUBLIC","Y"
"852","CAMPTONVILLE ACADEMY","PUBLIC","Y"
"853","CAPAY JOINT UNION ELEMENTARY","PUBLIC","Y"
"854","CANYON VISTA ELEMENTARY","PUBLIC","Y"
"855","VISTA DEL MAR ELEMENTARY","PUBLIC","Y"
"856","LADERA RANCH ELEMENTARY","PUBLIC","Y"
"857","CAPISTRANO CONNECTIONS ACADEMY CHARTER","PUBLIC","Y"
"858","OSO GRANDE ELEMENTARY","PUBLIC","Y"
"859","COMMUNITY ROOTS ACADEMY","PUBLIC","Y"
"860","OXFORD PREPARATORY ACADEMY - SOUTH ORANGE COUNTY","PUBLIC","Y"
"861","CONCORDIA ELEMENTARY","PUBLIC","Y"
"862","CROWN VALLEY ELEMENTARY","PUBLIC","Y"
"863","LAS PALMAS ELEMENTARY","PUBLIC","Y"
"864","PALISADES ELEMENTARY","PUBLIC","Y"
"865","RICHARD HENRY DANA ELEMENTARY","PUBLIC","Y"
"866","SAN JUAN ELEMENTARY","PUBLIC","Y"
"867","VIEJO ELEMENTARY","PUBLIC","Y"
"868","CASTILLE ELEMENTARY","PUBLIC","Y"
"869","DEL OBISPO ELEMENTARY","PUBLIC","Y"
"870","MOULTON ELEMENTARY","PUBLIC","Y"
"871","HAROLD AMBUEHL ELEMENTARY","PUBLIC","Y"
"872","CARL HANKEY ELEMENTARY","PUBLIC","Y"
"873","MARIAN BERGESON ELEMENTARY","PUBLIC","Y"
"874","TRUMAN BENEDICT ELEMENTARY","PUBLIC","Y"
"875","GEORGE WHITE ELEMENTARY","PUBLIC","Y"
"876","PHILIP J. REILLY ELEMENTARY/SPECIAL EDUCATION","PUBLIC","Y"
"877","ARROYO VISTA ELEMENTARY","PUBLIC","Y"
"878","BATHGATE ELEMENTARY","PUBLIC","Y"
"879","HIDDEN HILLS ELEMENTARY","PUBLIC","Y"
"880","CLARENCE LOBO ELEMENTARY","PUBLIC","Y"
"881","JOHN MALCOM ELEMENTARY","PUBLIC","Y"
