"","name","pubpriv","reported"
"6441","ST. LAWRENCE MARTYR ELEMENTARY","PRIVATE","Y"
"6442","ST. LINUS ELEMENTARY","PRIVATE","Y"
"6443","ST. LOUISE DE MARILLAC ELEMENTARY","PRIVATE","Y"
"6444","ST. LUCY SCHOOL","PRIVATE","Y"
"6445","ST. LUKE CATHOLIC","PRIVATE","Y"
"6446","ST. MADELEINE CATHOLIC SCHOOL","PRIVATE","Y"
"6447","ST. MALACHY CATHOLIC ELEMENTARY","PRIVATE","Y"
"6448","ST. MARGARET MARY ALACOQUE","PRIVATE","Y"
"6449","ST. MARIA GORETTI","PRIVATE","Y"
"6450","ST. MARIANNE DE PAREDES ELEMENTARY","PRIVATE","Y"
"6451","ST. MARK SCHOOL","PRIVATE","Y"
"6452","ST. MARTHA ELEMENTARY SCHOOL","PRIVATE","Y"
"6453","ST. MARTIN OF TOURS","PRIVATE","Y"
"6454","ST. MARY CATHOLIC ELEMENTARY","PRIVATE","Y"
"6455","ST. MARY ELEMENTARY CATHOLIC","PRIVATE","Y"
"6456","ST. MARY OF THE ASSUMPTION ELEMENTARY","PRIVATE","Y"
"6457","WESLEY SCHOOL, THE","PRIVATE","Y"
"6458","ST. MATTHIAS ELEMENTARY SCHOOL","PRIVATE","N"
"6459","ST. MEL ELEMENTARY","PRIVATE","Y"
"6460","ST. MICHAEL ELEMENTARY","PRIVATE","Y"
"6461","ST. MONICA CATHOLIC ELEMENTARY SCHOOL","PRIVATE","Y"
"6462","ST. ODILIA ELEMENTARY","PRIVATE","Y"
"6463","ST. PANCRATIUS PARISH SCHOOL","PRIVATE","Y"
"6464","ST. PATRICK ELEMENTARY","PRIVATE","Y"
"6465","ST. PAUL ELEMENTARY","PRIVATE","N"
"6466","ST. PAUL THE APOSTLE","PRIVATE","N"
"6467","ST. PAUL OF THE CROSS ELEMENTARY","PRIVATE","Y"
"6468","ST. PAUL'S FIRST LUTHERAN SCHOOL","PRIVATE","Y"
"6469","STS. PETER AND ST. PAUL","PRIVATE","Y"
"6470","ST. PHILIP THE APOSTLE","PRIVATE","Y"
"6471","ST. PHILIP NERI","PRIVATE","Y"
"6472","ST. PHILOMENA ELEMENTARY","PRIVATE","Y"
"6473","ST. PIUS X PARISH SCHOOL","PRIVATE","Y"
"6474","BLESSED SACRAMENT SCHOOL","PRIVATE","Y"
"6475","ST. RAPHAEL ELEMENTARY","PRIVATE","Y"
"6476","ST. RAYMOND ELEMENTARY","PRIVATE","Y"
"6477","ST. RITA CATHOLIC SCHOOL","PRIVATE","Y"
"6478","ST. ROBERT BELLARMINE ELEMENTARY","PRIVATE","Y"
"6479","ST. ROSE OF LIMA CATHOLIC","PRIVATE","Y"
"6480","SAINT SEBASTIAN SCHOOL","PRIVATE","Y"
"6481","ST. STEPHEN MARTYR","PRIVATE","Y"
"6482","ST. TERESA OF AVILA ELEMENTARY","PRIVATE","Y"
"6483","ST. THERESE SCHOOL","PRIVATE","Y"
"6484","SAINT THOMAS THE APOSTLE","PRIVATE","Y"
"6485","SAINT THOMAS AQUINAS","PRIVATE","Y"
"6486","ST. THOMAS MORE CATHOLIC ELEMENTARY","PRIVATE","Y"
"6487","ST. TIMOTHY SCHOOL","PRIVATE","Y"
"6488","ST. TURIBIUS ELEMENTARY","PRIVATE","Y"
"6489","ST. VINCENT ELEMENTARY SCHOOL","PRIVATE","Y"
"6490","SAN MIGUEL CATHOLIC SCHOOL","PRIVATE","Y"
"6491","SANTA ISABEL","PRIVATE","Y"
"6492","SANTA ROSA / BISHOP ALEMANY","PRIVATE","Y"
"6493","SANTA TERESITA ELEMENTARY","PRIVATE","Y"
"6494","TRANSFIGURATION","PRIVATE","N"
"6495","VALLEY SCHOOL–INDIVIDUAL TRAIN","PRIVATE","Y"
"6496","VISITATION ELEMENTARY","PRIVATE","Y"
"6497","WEST COVINA CHRISTIAN ELEMENTARY","PRIVATE","Y"
"6498","PINES CHRISTIAN, THE","PRIVATE","Y"
"6499","WHITTIER CHRISTIAN SCHOOLS–NEWLIN","PRIVATE","Y"
"6500","YESHIVA RAV ISACSOHN / TORATH EM","PRIVATE","Y"
"6501","BLESSED SACRAMENT CATHOLIC","PRIVATE","Y"
"6502","CHRIST LUTHERAN ELEMENTARY","PRIVATE","Y"
"6503","HOLY FAMILY ELEMENTARY","PRIVATE","Y"
"6504","LA PURISIMA CATHOLIC SCHOOL","PRIVATE","Y"
"6505","MISSION BASILICA SCHOOL","PRIVATE","Y"
"6506","OUR LADY OF FATIMA PARISH SCHOOL","PRIVATE","Y"
"6507","OUR LADY OF GUADALUPE ELEMENTARY","PRIVATE","Y"
"6508","OUR LADY QUEEN OF ANGELS","PRIVATE","Y"
"6509","PRINCE OF PEACE LUTHERAN","PRIVATE","Y"
"6510","ST. ANGELA MERICI ELEMENTARY","PRIVATE","Y"
"6511","ST. ANNE","PRIVATE","Y"
"6512","ST. BARBARA ELEMENTARY","PRIVATE","Y"
"6513","SAINT BONAVENTURE SCHOOL","PRIVATE","Y"
"6514","CHRIST CATHEDRAL ACADEMY","PRIVATE","Y"
"6515","ST. CECILIA ELEMENTARY","PRIVATE","Y"
"6516","ST. COLUMBAN","PRIVATE","Y"
"6517","ST. SIMON AND ST. JUDE ELEMENTARY","PRIVATE","Y"
"6518","ST. HEDWIG ELEMENTARY","PRIVATE","Y"
"6519","ST. IRENAEUS CATHOLIC ELEMENTARY","PRIVATE","Y"
"6520","SAINT JEANNE DE LESTONNAC SCHOOL","PRIVATE","Y"
"6521","ST. JOACHIM","PRIVATE","Y"
"6522","ST. JOHN THE BAPTIST ELEMENTARY","PRIVATE","Y"
"6523","ST. JOHN'S LUTHERAN SCHOOL","PRIVATE","Y"
"6524","ST. JOSEPH ELEMENTARY","PRIVATE","Y"
"6525","ST. JULIANA FALCONIERI","PRIVATE","Y"
"6526","ST. NORBERT","PRIVATE","Y"
"6527","ST. PAUL'S LUTHERAN","PRIVATE","Y"
"6528","ST. PAUL'S LUTHERAN SCHOOL","PRIVATE","Y"
"6529","ST. PIUS V CATHOLIC SCHOOL","PRIVATE","Y"
"6530","ST. POLYCARP ELEMENTARY","PRIVATE","Y"
"6531","ZION LUTHERAN ELEMENTARY","PRIVATE","Y"
"6532","BAPTIST CHRISTIAN SCHOOL","PRIVATE","Y"
"6533","IMMANUEL LUTHERAN ELEMENTARY","PRIVATE","Y"
"6534","ST. JOSEPH ELEMENTARY","PRIVATE","Y"
"6535","CHRIST LUTHERAN ELEMENTARY","PRIVATE","Y"
"6536","GRACE LUTHERAN SCHOOL","PRIVATE","Y"
"6537","PILGRIM LUTHERAN","PRIVATE","Y"
"6538","ST. MARTIN ACADEMY","PRIVATE","Y"
"6539","ST. PAUL'S LUTHERAN","PRIVATE","Y"
"6540","BRANDEIS HILLEL DAY SCHOOL","PRIVATE","Y"
"6541","CATHEDRAL SCHOOL FOR BOYS","PRIVATE","Y"
"6542","TRINITY SCHOOL","PRIVATE","Y"
"6543","LA PURISIMA CONCEPCION ELEMENTARY","PRIVATE","Y"
"6544","MARYMOUNT OF SANTA BARBARA","PRIVATE","Y"
"6545","OUR LADY OF MT. CARMEL ELEMENTARY","PRIVATE","Y"
"6546","ST. LOUIS DE MONTFORT ELEMENTARY","PRIVATE","Y"
"6547","ST. MARY OF THE ASSUMPTION","PRIVATE","Y"
"6548","ST. RAPHAEL ELEMENTARY","PRIVATE","Y"
"6549","HOLY CROSS SCHOOL","PRIVATE","Y"
"6550","OUR LADY OF GUADALUPE ELEMENTARY","PRIVATE","Y"
"6551","ST. MARY MAGDALEN","PRIVATE","Y"
"6552","ST. PASCHAL BAYLON ELEMENTARY","PRIVATE","Y"
"6553","SANTA CLARA ELEMENTARY","PRIVATE","Y"
"6554","ST. JOSEPH ELEMENTARY","PRIVATE","Y"
"6555","ALL SAINTS CATHOLIC SCHOOL","PRIVATE","Y"
"6556","ST. CLEMENT CATHOLIC","PRIVATE","Y"
"6557","ST. PETER MARTYR ELEMENTARY","PRIVATE","N"
"6558","OUR LADY OF GUADALUPE","PRIVATE","Y"
"6559","ST. ROSE ELEMENTARY","PRIVATE","Y"
"6560","OUR LADY'S SCHOOL","PRIVATE","Y"
"6561","OUR LADY OF PERPETUAL HELP","PRIVATE","Y"
"6562","ST. MARY","PRIVATE","Y"
"6563","HOLY CROSS COLLEGE PREPARATORY ACADEMY","PRIVATE","Y"
"6564","ST. MARY OF THE ANGELS","PRIVATE","Y"
"6565","ST. FRANCIS SOLANO","PRIVATE","Y"
"6566","ST. JOHN THE BAPTIST CATHOLIC","PRIVATE","Y"
"6567","ST. ROSE","PRIVATE","Y"
"6568","THE BERKELEY SCHOOL","PRIVATE","Y"
"6569","BENTLEY","PRIVATE","Y"
"6570","PRINCE OF PEACE LUTHERAN SCHOOL","PRIVATE","N"
"6571","ST. MARTIN DE PORRES","PRIVATE","Y"
"6572","ST. ANTHONY SCHOOL","PRIVATE","Y"
"6573","ST. MICHAEL ELEMENTARY","PRIVATE","Y"
"6574","ST. THERESA SCHOOL","PRIVATE","Y"
"6575","NOTRE DAME SCHOOL","PRIVATE","Y"
"6576","BETHEL CHRISTIAN ACADEMY","PRIVATE","Y"
"6577","SEVEN HILLS, THE","PRIVATE","Y"
"6578","CHRIST THE KING ELEMENTARY","PRIVATE","Y"
"6579","DORRIS-EATON SCHOOL, THE","PRIVATE","Y"
"6580","HOLY ROSARY","PRIVATE","Y"
"6581","ST. FRANCIS OF ASSISI","PRIVATE","Y"
"6582","PALMER SCHOOL FOR BOYS AND GIRLS","PRIVATE","Y"
"6583","QUEEN OF ALL SAINTS ELEMENTARY","PRIVATE","Y"
"6584","SAINT AGNES","PRIVATE","Y"
"6585","ST. JOHN THE BAPTIST","PRIVATE","Y"
"6586","ST. MARY OF THE IMMACULATE CONCEPTION","PRIVATE","Y"
"6587","ST. MARY'S CATHOLIC ELEMENTARY","PRIVATE","Y"
"6588","BERKELEY HALL","PRIVATE","Y"
"6589","CHRIST LUTHERAN ELEMENTARY","PRIVATE","Y"
"6590","CLAIRBOURN SCHOOL","PRIVATE","Y"
"6591","FIRST LUTHERAN","PRIVATE","Y"
"6592","FOOTHILL COUNTRY DAY SCHOOL","PRIVATE","Y"
"6593","GARDENA VALLEY CHRISTIAN","PRIVATE","Y"
"6594","LAUREL HALL","PRIVATE","Y"
"6595","THE JOHN THOMAS DYE SCHOOL","PRIVATE","Y"
"6596","PASADENA CHRISTIAN SCHOOL","PRIVATE","N"
"6597","RIVIERA HALL LUTHERAN","PRIVATE","Y"
"6598","ROLLING HILLS COUNTRY DAY SCHOOL","PRIVATE","Y"
"6599","OUR LADY OF GUADALUPE ACADEMY","PRIVATE","Y"
"6600","ST. CATHERINE OF SIENA","PRIVATE","Y"
"6601","ST. CORNELIUS ELEMENTARY","PRIVATE","Y"
"6602","HOLY FAMILY CATHOLIC SCHOOL","PRIVATE","Y"
"6603","ST. JOHN ELEMENTARY","PRIVATE","Y"
"6604","OUR LADY OF GUADALUPE","PRIVATE","Y"
"6605","ST. LEANDER","PRIVATE","Y"
"6606","OUR LADY OF GRACE SCHOOL","PRIVATE","Y"
"6607","ST. PATRICK SCHOOL","PRIVATE","Y"
"6608","SACRED HEART SCHOOL","PRIVATE","Y"
"6609","ST. ROSE / MCCARTHY CATHOLIC","PRIVATE","Y"
"6610","ST. JOACHIM ELEMENTARY","PRIVATE","Y"
"6611","OUR LADY OF LORETTO","PRIVATE","Y"
"6612","ST. PATRICK SCHOOL","PRIVATE","Y"
"6613","ST. LA SALLE","PRIVATE","Y"
"6614","MARY IMMACULATE QUEEN","PRIVATE","Y"
"6615","CRESTMONT SCHOOL","PRIVATE","Y"
"6616","EL SOBRANTE CHRISTIAN SCHOOL","PRIVATE","Y"
"6617","THE SAKLAN SCHOOL","PRIVATE","Y"
"6618","ST. DAVID'S ELEMENTARY","PRIVATE","Y"
"6619","ST. ISIDORE","PRIVATE","Y"
"6620","ST. JEROME CATHOLIC ELEMENTARY","PRIVATE","Y"
"6621","ST. JOSEPH ELEMENTARY","PRIVATE","Y"
"6622","ST. PAUL SCHOOL","PRIVATE","Y"
"6623","ST. PERPETUA","PRIVATE","Y"
"6624","WALNUT CREEK CHRISTIAN ACADEMY","PRIVATE","Y"
"6625","ASSUMPTION","PRIVATE","Y"
"6626","CALVARY LUTHERAN ELEMENTARY","PRIVATE","Y"
"6627","CORPUS CHRISTI ELEMENTARY","PRIVATE","Y"
"6628","VALLEY CHRISTIAN ELEMENTARY SCHOOL","PRIVATE","Y"
"6629","BERKWOOD HEDGE","PRIVATE","Y"
"6630","HOLY SPIRIT ELEMENTARY","PRIVATE","Y"
"6631","ST. BEDE CATHOLIC SCHOOL","PRIVATE","Y"
"6632","ST. EDWARD PARISH","PRIVATE","Y"
"6633","ST. ELIZABETH ELEMENTARY","PRIVATE","Y"
"6634","ST. FELICITAS CATHOLIC SCHOOL","PRIVATE","Y"
"6635","SAINT JARLATH SCHOOL","PRIVATE","N"
"6636","ST. JOACHIM'S ELEMENTARY","PRIVATE","Y"
"6637","ST. JOSEPH ELEMENTARY","PRIVATE","Y"
"6638","ST. LAWRENCE O'TOOLE ELEMENTARY","PRIVATE","Y"
"6639","SAINT LEO THE GREAT SCHOOL","PRIVATE","Y"
"6640","ST. PHILIP NERI ELEMENTARY","PRIVATE","Y"
"6641","SCHOOL OF THE MADELEINE","PRIVATE","Y"
"6642","CHICO CHRISTIAN","PRIVATE","Y"
"6643","CARDEN HALL, INC","PRIVATE","Y"
"6644","FAIRMONT PRIVATE SCHOOLS, NORTH TUSTIN CAMPUS","PRIVATE","Y"
"6645","FAIRMONT PRIVATE SCHOOLS - HISTORIC ANAHEIM CAMPUS","PRIVATE","Y"
"6646","HARBOR DAY SCHOOL","PRIVATE","Y"
"6647","NEWPORT MONTESSORI","PRIVATE","Y"
"6648","LIBERTY CHRISTIAN SCHOOL","PRIVATE","Y"
"6649","STORYBOOK PRESCHOOL & PRIVATE","PRIVATE","Y"
"6650","RED HILL LUTHERAN","PRIVATE","Y"
"6651","ST. JOSEPH ELEMENTARY","PRIVATE","Y"
"6652","ST. JUSTIN MARTYR","PRIVATE","Y"
"6653","TRINITY LUTHERAN CHRISTIAN","PRIVATE","Y"
"6654","PARADISE ADVENTIST ACADEMY","PRIVATE","Y"
"6655","PLEASANT HILL ADVENTIST ACADEMY","PRIVATE","Y"
"6656","CARDEN SCHOOL OF FRESNO","PRIVATE","Y"
"6657","OUR LADY OF PERPETUAL HELP","PRIVATE","Y"
"6658","OUR LADY OF VICTORY","PRIVATE","Y"
"6659","ST. ANTHONY","PRIVATE","Y"
"6660","ST. HELEN","PRIVATE","Y"
"6661","OUR LADY OF PERPETUAL HELP","PRIVATE","Y"
"6662","ST. ANN","PRIVATE","Y"
"6663","ST. FRANCIS","PRIVATE","Y"
"6664","MARIN COUNTRY DAY SCHOOL","PRIVATE","Y"
"6665","MARIN MONTESSORI SCHOOL","PRIVATE","Y"
"6666","ST. ANSELM SCHOOL","PRIVATE","Y"
"6667","ST. ISABELLA","PRIVATE","Y"
"6668","SAINT RAPHAEL ELEMENTARY","PRIVATE","Y"
"6669","MOUNT TAMALPAIS SCHOOL","PRIVATE","Y"
"6670","SAN DOMENICO PRIMARY / MIDDLE","PRIVATE","Y"
"6671","OUR LADY OF FATIMA","PRIVATE","Y"
"6672","OUR LADY OF MERCY","PRIVATE","N"
"6673","ALL SAINTS' EPISCOPAL DAY","PRIVATE","Y"
"6674","JUNIPERO SERRA SCHOOL","PRIVATE","Y"
"6675","MADONNA DEL SASSO","PRIVATE","Y"
"6676","SACRED HEART SCHOOL","PRIVATE","Y"
"6677","SALINAS CHRISTIAN SCHOOLS","PRIVATE","Y"
"6678","SAN CARLOS ELEMENTARY","PRIVATE","Y"
"6679","BARSTOW CHRISTIAN","PRIVATE","Y"
"6680","HOLY ROSARY ACADEMY","PRIVATE","Y"
"6681","SAN ANTONIO CHRISTIAN SCHOOL","PRIVATE","Y"
"6682","OUR LADY OF THE ASSUMPTION ELEMENTARY","PRIVATE","Y"
"6683","OUR LADY OF LOURDES","PRIVATE","Y"
"6684","REDLANDS CHRISTIAN","PRIVATE","Y"
"6685","REDLANDS ADVENTIST ACADEMY","PRIVATE","Y"
"6686","RESURRECTION ACADEMY","PRIVATE","Y"
"6687","SACRED HEART ACADEMY","PRIVATE","Y"
"6688","ST. ADELAIDE","PRIVATE","Y"
"6689","ST. CATHERINE OF SIENA","PRIVATE","Y"
"6690","ST. GEORGE","PRIVATE","Y"
"6691","ST. MARGARET MARY","PRIVATE","Y"
"6692","VALLEY PREPARATORY SCHOOL","PRIVATE","Y"
"6693","MESA GRANDE SDA ACADEMY","PRIVATE","Y"
"6694","ALL HALLOWS ACADEMY","PRIVATE","Y"
"6695","BLESSED SACRAMENT ELEMENTARY","PRIVATE","Y"
"6696","CALVIN CHRISTIAN","PRIVATE","Y"
"6697","ESCONDIDO CHRISTIAN","PRIVATE","Y"
"6698","ESCONDIDO ADVENTIST ACADEMY","PRIVATE","Y"
"6699","LIGHT & LIFE CHRISTIAN SCHOOL","PRIVATE","Y"
"6700","HOLY FAMILY ELEMENTARY","PRIVATE","Y"
"6701","HOLY TRINITY ELEMENTARY","PRIVATE","Y"
"6702","NAZARETH SCHOOL OF SAN DIEGO, INC","PRIVATE","Y"
"6703","OUR LADY OF GRACE SCHOOL","PRIVATE","Y"
"6704","OUR LADY OF MT. CARMEL","PRIVATE","Y"
"6705","OUR LADY OF THE SACRED HEART","PRIVATE","Y"
"6706","SACRED HEART PARISH SCHOOL","PRIVATE","Y"
"6707","ST. CHARLES BORROMEO ACADEMY","PRIVATE","Y"
"6708","ST. CHARLES ELEMENTARY","PRIVATE","Y"
"6709","ST. COLUMBA","PRIVATE","Y"
"6710","ST. DIDACUS PARISH SCHOOL","PRIVATE","Y"
"6711","ST. FRANCIS OF ASSISI","PRIVATE","Y"
"6712","ST. JAMES ACADEMY","PRIVATE","Y"
"6713","SAINT JOHN OF THE CROSS CATHOLIC SCHOOL","PRIVATE","Y"
"6714","ST. KIERAN CATHOLIC SCHOOL","PRIVATE","Y"
"6715","ST. MARY'S SCHOOL","PRIVATE","Y"
"6716","ST. MARY STAR OF THE SEA ELEMENTARY","PRIVATE","Y"
"6717","ST. MICHAEL'S SCHOOL","PRIVATE","Y"
"6718","ST. PATRICK","PRIVATE","Y"
"6719","ST. PATRICK'S ELEMENTARY","PRIVATE","Y"
"6720","ST. PIUS X","PRIVATE","Y"
"6721","ST. ROSE OF LIMA SCHOOL","PRIVATE","Y"
"6722","ST. VINCENT DE PAUL","PRIVATE","Y"
"6723","SOILLE SAN DIEGO HEBREW DAY","PRIVATE","Y"
"6724","SANTA SOPHIA ACADEMY","PRIVATE","Y"
"6725","SCHOOL OF THE MADELEINE","PRIVATE","Y"
"6726","STELLA MARIS ACADEMY","PRIVATE","Y"
"6727","VISTA CHRISTIAN","PRIVATE","Y"
"6728","ST. ALBANS COUNTRY DAY SCHOOL","PRIVATE","Y"
"6729","ST. JOSEPH CATHOLIC SCHOOL","PRIVATE","Y"
"6730","FOOTHILLS ADVENTIST ELEMENTARY","PRIVATE","Y"
"6731","PACIFIC UNION COLLEGE ELEMENTARY","PRIVATE","Y"
"6732","ST. APOLLINARIS ELEMENTARY","PRIVATE","Y"
"6733","ST. JOHN'S LUTHERAN ELEMENTARY","PRIVATE","Y"
"6734","UKIAH JUNIOR ACADEMY","PRIVATE","Y"
"6735","BROOKFIELD SCHOOL","PRIVATE","Y"
"6736","EL RANCHO SCHOOL","PRIVATE","Y"
"6737","HOLY SPIRIT PARISH SCHOOL","PRIVATE","Y"
"6738","ST. JOHN NOTRE DAME","PRIVATE","Y"
"6739","OUR LADY OF THE ASSUMPTION SCHOOL","PRIVATE","Y"
"6740","PRESENTATION OF THE BLESSED VIRGIN MARY SCHOOL","PRIVATE","Y"
"6741","SACRED HEART","PRIVATE","Y"
"6742","ST. CHARLES BORROMEO","PRIVATE","Y"
"6743","ST. FRANCIS ELEMENTARY SCHOOL","PRIVATE","Y"
"6744","ST. IGNATIUS SCHOOL","PRIVATE","Y"
"6745","ST. JOHN THE EVANGELIST","PRIVATE","Y"
"6746","ST. JOHN VIANNEY","PRIVATE","Y"
"6747","ST. MARK'S LUTHERAN ELEMENTARY","PRIVATE","Y"
"6748","SAINT MARY SCHOOL","PRIVATE","Y"
"6749","ST. MEL","PRIVATE","Y"
"6750","ST. PATRICK SUCCEED ACADEMY","PRIVATE","Y"
"6751","ST. PHILOMENE","PRIVATE","Y"
"6752","ST. ROBERT SCHOOL","PRIVATE","Y"
"6753","CHERRY VALLEY BRETHREN SCHOOL","PRIVATE","Y"
"6754","DESERT ADVENTIST SCHOOL","PRIVATE","Y"
"6755","OUR LADY OF PERPETUAL HELP","PRIVATE","Y"
"6756","OUR LADY OF PERPETUAL HELP","PRIVATE","Y"
"6757","MARYWOOD-PALM VALLEY SCHOOL","PRIVATE","Y"
"6758","SAINT CATHERINE OF ALEXANDRIA SCHOOL","PRIVATE","Y"
"6759","ST. EDWARD SCHOOL","PRIVATE","Y"
"6760","ST FRANCIS DE SALES SCHOOL","PRIVATE","Y"
"6761","ST. HYACINTH ACADEMY","PRIVATE","Y"
"6762","ST. JAMES CATHOLIC SCHOOL","PRIVATE","Y"
"6763","ST. THERESA","PRIVATE","Y"
"6764","ST. THOMAS THE APOSTLE SCHOOL","PRIVATE","Y"
"6765","SINAI AKIBA ACADEMY","PRIVATE","Y"
"6766","ARCADIA CHRISTIAN SCHOOL","PRIVATE","Y"
"6767","ARCADIA MONTESSORI SCHOOL","PRIVATE","Y"
"6768","ADVENTIST UNION SCHOOL","PRIVATE","Y"
"6769","GRACE CHRISTIAN SCHOOL OF CYPRESS","PRIVATE","Y"
"6770","CARDEN WHITTIER PRIVATE SCHOOL","PRIVATE","Y"
"6771","CARLTHORP","PRIVATE","Y"
"6772","CHANDLER SCHOOL","PRIVATE","Y"
"6773","DIVINE PROVIDENCE DAY NURSERY AND KINDERGARTEN","PRIVATE","Y"
"6774","EGREMONT SCHOOLS, INC.","PRIVATE","Y"
"6775","MONTESSORI CHILDREN'S HOUSE","PRIVATE","Y"
"6776","BARNHART SCHOOL","PRIVATE","Y"
"6777","OUR LADY OF THE ROSARY","PRIVATE","Y"
"6778","TABERNACLE CHRISTIAN, INC.","PRIVATE","Y"
"6779","SAINT HILARY ELEMENTARY","PRIVATE","Y"
"6780","RIVERSIDE CHRISTIAN DAY SCHOOL","PRIVATE","Y"
"6781","STOCKTON CHRISTIAN","PRIVATE","Y"
"6782","LODI SEVENTH-DAY ADVENTIST ELEMENTARY","PRIVATE","Y"
"6783","PRESENTATION ELEMENTARY","PRIVATE","Y"
"6784","ST. ANNE ELEMENTARY","PRIVATE","Y"
"6785","ST. ANTHONY OF PADUA","PRIVATE","Y"
"6786","ST. BERNARD'S CATHOLIC ELEMENTARY","PRIVATE","Y"
"6787","ST. GEORGE PARISH","PRIVATE","Y"
"6788","ST. LUKE SCHOOL","PRIVATE","Y"
"6789","ST. PETER EVANGELICAL LUTHERAN","PRIVATE","Y"
"6790","COASTAL CHRISTIAN SCHOOL","PRIVATE","Y"
"6791","OLD MISSION SCHOOL","PRIVATE","Y"
"6792","ST. PATRICK CATHOLIC PRESCHOOL-JR.HIGH SCHOOL","PRIVATE","Y"
"6793","SAINT ROSE CATHOLIC SCHOOL","PRIVATE","N"
"6794","TRINITY LUTHERAN SCHOOL","PRIVATE","Y"
"6795","ALL SOULS CATHOLIC ELEMENTARY","PRIVATE","Y"
"6796","ALMA HEIGHTS CHRISTIAN ACADEMY","PRIVATE","Y"
"6797","BELMONT OAKS ACADEMY","PRIVATE","Y"
"6798","THE CAREY SCHOOL","PRIVATE","Y"
"6799","GOOD SHEPHERD ELEMENTARY","PRIVATE","Y"
"6800","HILLDALE SCHOOL","PRIVATE","Y"
"6801","HOLY ANGELS ELEMENTARY","PRIVATE","Y"
"6802","IMMACULATE HEART OF MARY SCHOOL","PRIVATE","Y"
"6803","NATIVITY CATHOLIC SCHOOL K-8","PRIVATE","Y"
"6804","NOTRE DAME ELEMENTARY","PRIVATE","Y"
"6805","THE NUEVA SCHOOL","PRIVATE","Y"
"6806","OUR LADY OF ANGELS ELEMENTARY","PRIVATE","Y"
"6807","OUR LADY OF MERCY ELEMENTARY","PRIVATE","Y"
"6808","OUR LADY OF MT. CARMEL","PRIVATE","Y"
"6809","PENINSULA SCHOOL, LTD","PRIVATE","Y"
"6810","REDEEMER LUTHERAN SCHOOL","PRIVATE","Y"
"6811","ST. CATHERINE OF SIENA ELEMENTARY","PRIVATE","Y"
"6812","ST. CHARLES ELEMENTARY","PRIVATE","Y"
"6813","ST. DUNSTAN'S ELEMENTARY","PRIVATE","Y"
"6814","ST. GREGORY","PRIVATE","Y"
"6815","ST. MATTHEW CATHOLIC","PRIVATE","Y"
"6816","ST. MATTHEW'S EPISCOPAL DAY SCHOOL","PRIVATE","Y"
"6817","ST. PIUS ELEMENTARY","PRIVATE","Y"
"6818","ST. RAYMOND CATHOLIC SCHOOL","PRIVATE","Y"
"6819","ST. ROBERT","PRIVATE","Y"
"6820","ST. TIMOTHY","PRIVATE","Y"
"6821","ST. VERONICA CATHOLIC SCHOOL","PRIVATE","Y"
"6822","SANTA BARBARA CHRISTIAN SCHOOL","PRIVATE","Y"
"6823","CRANE COUNTRY DAY SCHOOL","PRIVATE","Y"
"6824","COUNTRY SCHOOL, THE","PRIVATE","Y"
"6825","HILLBROOK SCHOOL","PRIVATE","Y"
"6826","MIRAMONTE ELEMENTARY","PRIVATE","Y"
"6827","MOST HOLY TRINITY SCHOOL","PRIVATE","Y"
"6828","QUEEN OF APOSTLES SCHOOL","PRIVATE","Y"
"6829","RESURRECTION ELEMENTARY","PRIVATE","Y"
"6830","SACRED HEART SCHOOL","PRIVATE","Y"
"6831","ST. ELIZABETH SETON","PRIVATE","Y"
"6832","HIGH POINT ACADEMY","PRIVATE","Y"
"6833","GOOD SHEPHERD CATHOLIC","PRIVATE","Y"
"6834","HOLY CROSS","PRIVATE","Y"
"6835","MORELAND NOTRE DAME","PRIVATE","Y"
"6836","SANTA CRUZ MONTESSORI","PRIVATE","Y"
"6837","VHM CHRISTIAN","PRIVATE","Y"
"6838","ST. JOSEPH","PRIVATE","Y"
"6839","ST. NICHOLAS ELEMENTARY","PRIVATE","Y"
"6840","ST. PATRICK ELEMENTARY","PRIVATE","Y"
"6841","ST. SIMON ELEMENTARY","PRIVATE","Y"
"6842","ST. VICTOR SCHOOL","PRIVATE","Y"
"6843","VALLEY CHRISTIAN ELEMENTARY","PRIVATE","Y"
"6844","SAINT ANDREW'S EPISCOPAL SCHOOL","PRIVATE","Y"
"6845","ST. CATHERINE ELEMENTARY","PRIVATE","Y"
"6846","ST. CHRISTOPHER ELEMENTARY","PRIVATE","Y"
"6847","ST. CLARE ELEMENTARY","PRIVATE","Y"
"6848","CATHOLIC ACADEMY OF SUNNYVALE","PRIVATE","Y"
"6849","ST. FRANCES CABRINI ELEMENTARY SCHOOL","PRIVATE","Y"
"6850","ST. JOHN VIANNEY","PRIVATE","Y"
"6851","ST. JOSEPH OF CUPERTINO ELEMENTARY","PRIVATE","Y"
"6852","ST. JOSEPH CATHOLIC","PRIVATE","Y"
"6853","ST. JUSTIN","PRIVATE","Y"
"6854","ST. LAWRENCE ELEMENTARY AND MIDDLE SCHOOL","PRIVATE","Y"
"6855","ST. LEO THE GREAT SCHOOL","PRIVATE","Y"
"6856","ST. LUCY PARISH SCHOOL","PRIVATE","Y"
"6857","ST. MARTIN OF TOURS ELEMENTARY","PRIVATE","Y"
"6858","ST. MARY'S ELEMENTARY","PRIVATE","Y"
"6859","SAINT MONICA SCHOOL","PRIVATE","Y"
